Frequency, Chain
1, POP POP POP POP JUMPDEST POP POP POP POP JUMPDEST STOP JUMPDEST
1, POP POP POP POP POP POP POP POP POP POP POP POP POP POP POP SWAP15 SWAP16 JUMPDEST
1, SWAP3 SWAP2 SWAP1 POP DUP1 POP SWAP1 SLOAD POP
1, POP SWAP3 SWAP1 SWAP4 SWAP2 JUMPDEST POP DUP2 POP SWAP2 SLOAD POP
1, POP POP JUMPDEST SSTORE ADD MUL DUP4
1, POP POP POP POP SWAP4 SWAP5 MLOAD ADD
1, JUMPDEST JUMPDEST JUMPDEST JUMPDEST POP SSTORE SWAP1 DUP2 POP POP SWAP3 SUB SLOAD POP DUP3 DUP3 DUP3
1, POP SWAP1 SWAP2 POP POP SWAP2 MSTORE
1, POP POP SWAP2 SWAP3 POP SWAP1 SLOAD POP
1, POP POP POP POP JUMPDEST POP POP SSTORE SWAP2 SWAP1 SWAP2 MSTORE
1, POP POP SSTORE SWAP1 OR MUL DUP4 SWAP1 AND NOT MUL SUB EXP
1, POP SSTORE SWAP1 AND NOT MUL
1, POP POP JUMPDEST POP POP POP POP POP CALL DUP4 DUP9 DUP6 DUP2 DUP2 DUP2 DUP3 SWAP1 BALANCE AND SWAP2 SWAP1 ADDRESS SWAP2
1, JUMPDEST SSTORE ADD SWAP2 SWAP1 SWAP2
1, POP SWAP1 SWAP2 POP POP POP POP POP JUMPDEST POP SWAP6 MSTORE SWAP2 SWAP1 SWAP2 ADD DUP2 SWAP2
1, POP POP SWAP2 SWAP3 POP POP JUMPDEST POP SWAP3 SUB SLOAD ADD DUP3
1, JUMPDEST SSTORE SWAP1 ADD DUP2 SLOAD DUP1
1, JUMPDEST STOP JUMPDEST SSTORE SWAP1 OR CALLDATALOAD
1, POP SWAP1 SWAP2 POP POP POP JUMPDEST POP JUMPDEST POP POP POP POP POP SWAP4 CALL DUP9 DUP9 DUP6 DUP2 SUB DUP4 DUP1 MLOAD
1, POP POP POP POP LOG3 SWAP1
1, POP POP POP JUMPDEST SSTORE SWAP1 ADD DUP5 SLOAD DUP1
1, POP JUMPDEST SSTORE SWAP1 OR ADD AND SWAP3 AND DUP2 NOT
1, POP POP SWAP2 SWAP3 POP POP POP POP POP POP JUMPDEST JUMPDEST JUMPDEST
1, POP POP JUMPDEST POP POP POP POP POP CALL DUP4 DUP9 DUP6 DUP2 DUP2 DUP2 DUP3 SWAP1 SWAP2 SWAP3 AND SUB EXP
1, POP SWAP1 SWAP2 JUMPDEST POP DUP1 POP SWAP1 POP POP POP POP POP JUMPDEST SWAP2 ADD DUP3 AND
1, POP POP SWAP2 SWAP3 SWAP2 POP JUMPDEST POP POP POP POP POP CALL DUP4 DUP9 DUP6 DUP2 DUP2 DUP2 DUP3 SWAP1 CALLVALUE SWAP1
1, POP POP POP POP POP POP SWAP6 SWAP7 DIV SUB SWAP1 MOD DUP2 DUP2 POP POP POP JUMPDEST POP SWAP4 MOD DUP8 DUP6 JUMPDEST RETURN SWAP1 SUB SWAP2 DUP1 MLOAD
1, JUMPDEST JUMPDEST JUMPDEST POP POP POP POP POP SWAP4 CALL DUP9 DUP9 DUP6 DUP2 SUB DUP4 DUP1 MLOAD
1, POP SWAP1 SWAP2 POP POP POP POP
1, POP JUMPDEST SSTORE SWAP1 ADD
1, POP POP POP SWAP3 SWAP4 GT SWAP2 SWAP1 SWAP2 DIV AND ADD NOT
1, POP POP JUMPDEST SSTORE SWAP1 ADD SWAP2 SWAP1 SLOAD SWAP2 SLOAD DUP1
1, POP POP POP POP POP POP POP POP POP CALL DUP4 DUP9 DUP6 DUP2 DUP2 DUP2 DUP3 SWAP1 ADD DUP5 NOT
1, POP POP POP JUMPDEST SSTORE SWAP1 OR AND SWAP2 MUL SWAP2 SWAP1 ADD DUP7 AND DUP2 SWAP1 SUB EXP
1, POP POP POP JUMPDEST JUMPDEST JUMPDEST POP POP POP POP JUMPDEST JUMPDEST
1, POP SWAP1 SWAP2 LOG3 SWAP1 SUB SWAP2 DUP1 MLOAD
1, POP POP POP POP JUMPDEST SSTORE SWAP1 DUP4
1, POP POP SWAP2 SWAP3 POP SSTORE SWAP1 OR SWAP2 SWAP1 SWAP2 DIV SWAP3 SWAP1 EXP
1, POP POP SWAP2 SWAP3 DIV SWAP2 SWAP1 SWAP2 SUB SWAP3 SWAP1 MOD DUP4 DUP1 AND
1, POP SWAP1 SWAP2 JUMPDEST POP SWAP1 AND SUB EXP
1, SWAP1 POP JUMPDEST POP SWAP1 DUP2 POP SWAP2 AND SUB EXP
1, POP POP POP SWAP3 POP SWAP5 AND POP SWAP8 POP SWAP10 AND DUP3 SWAP4 SWAP11 AND DUP3 SWAP2 SUB EXP
1, POP POP POP POP POP POP POP POP CALL DUP4 DUP9 DUP6 DUP2 DUP2 DUP2 DUP3 SWAP1 DUP6 SWAP1 SWAP2 AND SWAP2 SWAP1 SWAP2 SUB EXP
1, POP POP POP POP POP JUMPDEST LOG3 SWAP1 SWAP2
1, POP POP POP POP JUMPDEST SSTORE SWAP1 AND NOT SUB EXP
1, POP POP SWAP2 SWAP3 JUMPDEST POP SWAP1
1, POP POP POP POP POP POP LOG1 POP POP POP SWAP4 POP CALL
1, POP POP POP POP SWAP4 SWAP5 POP JUMPDEST LOG1 SWAP1 ADD SWAP2 SWAP1 SUB SWAP1 DUP2 SWAP3
1, SWAP1 POP POP POP POP
1, POP POP POP POP POP LOG1 SWAP1 SUB SWAP2 DUP1 MLOAD
1, POP JUMPDEST POP MLOAD MLOAD
1, POP SWAP1 SWAP2 JUMPDEST POP DUP1 POP SWAP1 GT SLOAD POP
1, POP POP JUMPDEST POP POP JUMPDEST RETURN SWAP1 SUB SWAP2 DUP1 MLOAD
1, POP POP JUMPDEST POP SSTORE SWAP1 DUP2 POP JUMPDEST
1, POP POP POP POP POP SSTORE SWAP1 ADD SWAP2 SWAP1 SLOAD DUP1
1, POP POP POP POP POP POP JUMPDEST DUP2 SSTORE SWAP1 ADD DUP2 SLOAD DUP1 SSTORE DUP4 ADD DUP2 SWAP4 SSTORE SWAP1 DUP6 MSTORE SWAP4 SWAP1 SWAP5 MSTORE DUP8 SWAP8 SLOAD DUP7 SSTORE DUP2 DUP9 SSTORE SWAP3 SWAP1 SWAP3 ADD DUP3 SWAP3 TIMESTAMP SSTORE SWAP1 OR DUP13 AND NOT SUB EXP
1, POP JUMPDEST POP SSTORE SWAP1 OR MUL DIV MUL DUP2 SWAP1
1, POP POP POP POP SWAP4 SWAP5 JUMPDEST POP POP POP POP LOG1 SWAP1 SUB SWAP2 DUP1 MLOAD
1, POP POP POP POP POP POP POP POP CALL DUP9 DUP9 DUP6 DUP2 SUB DUP4 DUP1 MLOAD
1, POP POP POP POP POP POP POP POP JUMPDEST RETURN SWAP1 SUB SWAP2 DUP1 MLOAD
1, LOG3 SWAP1 ADD
1, POP POP POP POP POP POP POP POP POP JUMPDEST SSTORE SWAP1 ADD
1, POP POP POP POP POP POP POP POP JUMPDEST LOG1 SWAP1 SUB SWAP2 DUP1 MLOAD
1, POP POP POP SWAP3 SWAP5 POP SWAP5 POP POP POP POP POP JUMPDEST POP SWAP6 AND SUB EXP
1, POP POP POP SSTORE SWAP1 ADD
1, SWAP1 JUMPDEST EQ AND SWAP2 SWAP1 CALLER AND DUP2 SWAP1 SUB EXP
1, POP POP POP JUMPDEST SSTORE SWAP1 OR SWAP2 SWAP1 AND NOT
1, POP SWAP1 SWAP2 MLOAD ADD
1, POP POP POP POP SSTORE ADD DUP4 SHA3 SWAP1
1, POP POP POP POP POP POP SSTORE SWAP2 SWAP1 SWAP2 MSTORE
1, POP SWAP1 SWAP2 JUMPDEST POP SWAP1 POP JUMPDEST RETURN SWAP1
1, POP POP POP POP POP CALL DUP4 DUP9 DUP6 DUP2 DUP2 DUP2 DUP3 SWAP1 DIV BALANCE AND SWAP2 SWAP1 ADDRESS
1, SWAP1 POP POP POP POP POP JUMPDEST
1, POP POP SWAP2 SWAP3 OR NUMBER LOG1 SWAP1 SUB SWAP2 DUP1 MLOAD
1, POP POP JUMPDEST SSTORE SWAP1 ADD SWAP2 SWAP1 SLOAD DUP1 ADD DUP2 SHA3 SWAP1
1, DUP9 SWAP1 SWAP2 AND SWAP3 SWAP1 SWAP2 SWAP4 AND DUP4 SWAP3 SUB EXP
1, POP POP POP POP SSTORE SWAP1 OR SWAP2 SWAP1 AND NOT
1, SWAP1 JUMPDEST POP POP JUMPDEST RETURN SWAP1 ADD
1, POP SWAP3 SWAP1 SWAP4 SWAP2 POP POP POP POP POP POP SWAP6 SWAP4 POP JUMPDEST SWAP2 ADD DUP3 AND
1, DUP15 SWAP1 SWAP3 SWAP2 SWAP4 AND
1, POP POP POP POP POP SWAP5 SWAP6 SWAP2 POP JUMPDEST RETURN SWAP1 ADD
1, POP SWAP1 SWAP2
1, POP POP POP POP POP POP POP POP POP POP JUMPDEST JUMPDEST JUMPDEST JUMPDEST JUMPDEST JUMPDEST LOG1 SWAP1 SUB SWAP2 DUP1 MLOAD
1, POP POP POP POP JUMPDEST LOG2 SWAP1
1, POP POP POP POP LOG1 SWAP1 ADD SWAP2 SWAP1 SUB SWAP1 DUP2 SWAP2 SWAP3
1, POP SWAP1 SWAP2 JUMPDEST EQ AND SWAP2 AND DUP2 DUP3 SUB EXP
1, POP POP POP POP POP POP POP POP POP POP POP SWAP11 SWAP12 MLOAD MLOAD
1, POP POP POP JUMPDEST JUMPDEST LOG0 SWAP1 SUB SWAP2 DUP1 MLOAD
1, POP POP SWAP2 SWAP3 POP JUMPDEST SWAP1 AND
1, Missing Missing Missing
1, POP POP POP JUMPDEST POP POP POP POP POP CALL DUP4 DUP9 DUP6 DUP2 DUP2 DUP2 DUP3 SWAP1 DUP6 SWAP1 DUP3 SWAP1 AND CALLER SUB EXP
1, POP POP POP POP POP POP POP SWAP7 SWAP8 SWAP5 POP JUMPDEST
1, POP POP SWAP2 SWAP3 JUMPDEST JUMPDEST POP DUP1 POP SWAP1
1, POP JUMPDEST POP POP POP POP POP POP POP SWAP7 SWAP5 POP CALLDATACOPY DUP5 DUP3 DUP1 DUP3 DUP4 SWAP1 DUP2 SWAP2 ADD DUP5 SWAP2 SWAP3 SWAP2 SWAP4
1, DUP14 AND DIV SWAP1
1, POP POP SWAP2 SWAP3 POP POP SSTORE SWAP1 OR MUL DIV SWAP1 EXP
1, POP POP POP JUMPDEST STOP JUMPDEST RETURN SWAP1 ADD
1, POP POP POP POP JUMPDEST JUMPDEST POP SSTORE SWAP1 DUP2 POP JUMPDEST
1, POP POP POP POP POP POP POP POP JUMPDEST POP POP POP POP POP CALL DUP4 DUP9 DUP6 DUP2 DUP2 DUP2 DUP3 SWAP1 DUP6 SWAP1
1, POP SSTORE SWAP1 ADD DUP2 SLOAD DUP1
1, POP SWAP1 SWAP2 JUMPDEST POP POP JUMPDEST RETURN SWAP1 SUB SWAP2 DUP1 MLOAD
1, POP POP POP POP POP JUMPDEST POP POP POP POP POP CALL DUP4 DUP9 DUP6 DUP2 DUP2 DUP2 DUP3 SWAP1 DUP4 SWAP2 AND SUB EXP
1, DUP6 SWAP1 AND
1, POP POP POP JUMPDEST JUMPDEST POP SSTORE SWAP1 DUP2 POP SWAP1 SWAP2 ADD
1, POP POP POP POP POP SWAP5 SWAP6 POP LOG3 SWAP1 ADD
1, POP POP POP POP LOG1 SWAP2
1, DUP4 SLOAD ADD SWAP2 SWAP1
1, POP POP POP POP POP POP SWAP6 SWAP7 JUMPDEST POP POP SWAP2 MLOAD MLOAD
1, POP POP POP POP POP POP LOG2 SWAP1 SUB SWAP2 DUP1 MLOAD
1, POP POP SSTORE POP SWAP1 SWAP2 ADD
1, POP POP POP POP SWAP4 SWAP5 POP SSTORE POP SWAP2 SWAP1 SWAP2 SWAP1 DUP4
1, POP POP POP POP POP LOG0 SWAP1
1, POP POP POP POP POP POP SWAP6 SWAP7 POP POP POP POP POP POP POP POP JUMPDEST POP SWAP9
1, POP POP POP POP POP LOG1 SWAP1 ADD SWAP2 SWAP1 SUB SWAP1 DUP2 SWAP2 SWAP3
1, POP POP SWAP2 SWAP3 POP JUMPDEST POP POP POP POP JUMPDEST
1, POP POP POP POP POP POP POP LOG4 SWAP1 SUB SWAP2 DUP1 MLOAD
1, POP POP POP POP JUMPDEST POP POP POP JUMPDEST
1, POP SWAP1 SWAP2 LOG2 SWAP1 SUB SWAP2 DUP1 MLOAD
1, POP POP POP POP POP SWAP5 SWAP6 SUB
1, POP POP POP SWAP3 SWAP4 JUMPDEST POP POP SWAP2 MLOAD MLOAD
1, POP SWAP1 SWAP2 JUMPDEST SSTORE SWAP1 ADD DUP2 SLOAD DUP1
1, POP POP POP POP POP POP POP POP POP JUMPDEST SSTORE SWAP1 SUB SWAP1 DUP4 SLOAD DUP1
1, POP SWAP1 SWAP2 POP POP POP POP POP POP POP JUMPDEST
1, POP POP POP POP POP POP POP CALL DUP4 DUP9 DUP6 DUP2 DUP2 DUP2 DUP3 SWAP1 DUP5 SWAP1 SWAP2 AND CALLER SUB EXP
1, POP JUMPDEST SSTORE POP
1, SWAP1 SSTORE DUP2 OR CALLER AND NOT
1, DUP5 SWAP1 SWAP2 SWAP3 AND SWAP3 SWAP1 SWAP3 SUB EXP
1, POP POP POP JUMPDEST LOG2 POP SWAP2 SWAP3 MSTORE SWAP2 MLOAD DUP2 CODECOPY DUP4
1, SWAP4 SWAP3 SWAP2 SWAP1 POP DUP1 POP SWAP1 AND SUB EXP
1, JUMPDEST POP JUMPDEST POP POP POP POP POP CALL DUP4 DUP9 DUP6 DUP2 DUP2 DUP2 DUP3 POP SWAP2 MLOAD DUP1 MLOAD
1, POP POP POP SWAP3 SWAP4 JUMPDEST POP POP POP POP JUMPDEST
1, POP SSTORE SWAP1 AND SLOAD DUP2 SSTORE SWAP3 SWAP1 SWAP2 SSTORE SWAP1 DUP4 SWAP4 SSTORE SWAP1 OR AND DUP5 SWAP4 NOT
1, POP POP JUMPDEST SSTORE SWAP1 DUP2 ADD SWAP2 ADD SWAP2 SWAP1 SWAP2 TIMESTAMP SSTORE DUP2 ADD CALLVALUE SLOAD DUP1 SHA3 SWAP1
1, POP POP POP JUMPDEST POP SSTORE SWAP1 OR MUL DUP4 SWAP1 AND NOT MUL SUB EXP
1, DUP2 SIGNEXTEND
1, POP POP POP JUMPDEST LOG3 SWAP1 ADD SUB SWAP1 DUP3 SWAP1 SWAP3
1, POP POP POP POP JUMPDEST LOG3 SWAP1 ADD SWAP2 SWAP1 SUB SWAP1 DUP2 SWAP2 SWAP3
1, POP SSTORE ADD SHA3 SWAP1 SWAP3 MSTORE DUP3 DUP1 SLOAD DUP2 SSTORE SWAP1 OR EXP
1, POP POP POP POP SSTORE SWAP1 SUB SWAP1 DUP3 SLOAD DUP1
1, POP POP POP POP POP SWAP5 SWAP6 SUB SWAP3 SWAP1 SWAP3 SLOAD SWAP3 JUMPDEST RETURN SWAP1 ADD
1, POP SWAP1 SWAP2 POP POP POP POP JUMPDEST POP POP JUMPDEST POP POP POP JUMPDEST
1, POP POP POP POP POP SWAP5 SWAP6 SWAP1 POP MSTORE ADD
1, POP SWAP1 SWAP2 POP POP POP POP POP POP SWAP6 ADD ADD ADD ADD ADD ADD ADD
1, POP POP POP POP POP JUMPDEST SSTORE SWAP1 OR AND SWAP2 SWAP1 SWAP2 NOT MUL
1, POP POP POP JUMPDEST POP SSTORE SWAP1 OR MUL DIV SWAP1 EXP
1, POP POP SWAP2 SWAP3 POP POP POP POP JUMPDEST DUP4 SSTORE SWAP1 CALLVALUE SHA3 SWAP5 SWAP1
1, POP POP POP POP POP POP SWAP6 SWAP7 EQ MOD SWAP8 SWAP1 SWAP8 MOD SWAP9 SWAP1 SWAP9 ADD
1, DUP4 SWAP1 SWAP2 AND
1, POP POP POP POP JUMPDEST POP JUMPDEST
1, POP POP POP SWAP3 SWAP4 POP JUMPDEST RETURN SWAP1
1, POP SWAP1 SWAP2 POP POP POP JUMPDEST POP SWAP4 SLOAD ADD
1, SSTORE SWAP1 ADD SWAP2 SWAP1 SLOAD DUP1 MSTORE SWAP1 AND SWAP3 SWAP1 CALLER SSTORE SWAP1 SUB SWAP1 DUP6 SLOAD DUP1 SHA3 DUP3 SWAP3 MSTORE DUP4 AND DUP2 SWAP1 SUB EXP
1, POP POP POP POP POP SWAP5 SWAP6 POP POP POP POP JUMPDEST POP POP POP POP POP CALL DUP9 DUP9 DUP6 DUP2 SUB DUP4 DUP1 MLOAD
1, POP JUMPDEST SSTORE SWAP1 ADD DUP3 SLOAD DUP1 SHA3 SWAP1
1, POP POP SWAP2 SWAP3 JUMPDEST POP SWAP1 MLOAD MLOAD
1, POP POP POP POP POP POP POP POP POP POP POP CALLDATACOPY DUP5 DUP3 DUP1 SWAP1 DUP5 SWAP1 ADD DUP6 POP SWAP3 DUP4 POP SWAP4 POP SWAP6 ADD SWAP3 SWAP1 SWAP3
1, POP SWAP1 SWAP2 POP JUMPDEST POP SWAP2 AND
1, POP POP POP JUMPDEST SSTORE SWAP1 DIV MUL SWAP2 SWAP1
1, POP POP POP POP POP POP POP POP POP JUMPDEST LOG0 SWAP1 ADD
1, POP POP POP POP POP SSTORE POP SWAP1 SWAP2 ADD
1, POP POP POP POP POP POP POP JUMPDEST POP POP POP POP POP CALL DUP4 DUP9 DUP6 DUP2 DUP2 DUP2 DUP3 SWAP1 AND DUP6
1, POP POP POP POP SWAP4 SWAP5 JUMPDEST SSTORE SWAP1 ADD CALLVALUE
1, POP SWAP1 SWAP2 POP POP POP JUMPDEST POP POP JUMPDEST SSTORE SHA3 DUP2
1, DUP3 SLOAD ADD SWAP2 SWAP1 SWAP2
1, SWAP1 POP JUMPDEST POP SWAP2 SSTORE SWAP2 SWAP1 ADD SWAP3 SWAP1 SLOAD DUP1 ADD DUP2 SWAP1
1, POP SWAP1 SWAP2 POP POP JUMPDEST POP SWAP3 NOT
1, POP JUMPDEST SSTORE SWAP1 OR SWAP2 SWAP1 SWAP2 AND NOT SUB EXP
1, POP POP SSTORE SWAP1 AND SWAP2 SWAP1 SLOAD DUP1 ADD SWAP2 SWAP1 SWAP2
1, POP SWAP1 SWAP2 POP JUMPDEST POP DUP2 POP SWAP2
1, POP POP POP POP POP POP POP POP SWAP8 SWAP9 JUMPDEST LOG0 SWAP1 SUB SWAP2 DUP1 MLOAD
1, POP POP POP POP POP JUMPDEST POP POP POP POP POP CALL DUP4 DUP9 DUP6 DUP2 DUP2 DUP2 DUP3 SWAP1 CALLVALUE SWAP1
1, POP LOG1 SWAP1 ADD SWAP2 SWAP1 SUB SWAP1 DUP2 SWAP2 SWAP3
1, POP POP POP POP POP POP POP POP CALL DUP4 DUP9 DUP6 DUP2 DUP2 DUP2 DUP3 SWAP1 DUP5 SWAP1 SWAP2 AND DUP4 SUB EXP
1, POP SWAP1 SWAP2 POP POP JUMPDEST POP POP JUMPDEST RETURN SWAP1 ADD
1, POP POP POP POP POP POP POP POP POP POP POP JUMPDEST LOG2 SWAP1 ADD
1, POP POP JUMPDEST POP JUMPDEST POP SSTORE SWAP1 DUP2 POP
1, POP POP POP POP POP POP JUMPDEST SSTORE
1, DUP8 SWAP3 AND SUB EXP
1, JUMPDEST SSTORE SWAP1 MSTORE
1, POP SWAP1 SWAP3 POP SWAP3 POP LOG1 POP SWAP2 ADD SWAP2 SWAP1 SUB SWAP1 DUP2 SWAP1 POP SWAP5
1, POP POP POP POP SWAP4 SWAP5 POP POP POP POP POP JUMPDEST POP SWAP6 DUP1 JUMPDEST
1, POP SWAP3 SWAP1 SWAP4 SWAP2 JUMPDEST POP DUP2 POP SWAP2 AND
1, POP POP POP POP POP POP POP POP SWAP8 SWAP9 JUMPDEST LOG2 SWAP1 SUB SWAP2 DUP1 MLOAD
1, POP POP POP JUMPDEST SSTORE SWAP1 OR DUP5 AND NOT SUB EXP
1, POP SWAP5 SWAP3 SWAP1 SWAP6 SWAP4 SWAP2 POP POP POP SWAP3 AND
1, POP POP SWAP2 SWAP3 POP JUMPDEST POP SWAP1 POP SWAP3 EQ DUP2 SLOAD SHA3 SWAP1
1, POP POP JUMPDEST JUMPDEST POP POP POP POP JUMPDEST JUMPDEST
1, POP SWAP13 SWAP11 SWAP9 SWAP7 SWAP5 SWAP3 SWAP1 SWAP14 SWAP12 SWAP10 SWAP8 SWAP6 SWAP4 SWAP2 JUMPDEST POP DUP1 POP SWAP1 SLOAD POP
1, POP JUMPDEST JUMPDEST POP SSTORE SWAP1 OR MUL DIV MUL DUP2 SWAP1
1, POP POP POP POP POP POP JUMPDEST SSTORE SWAP1 OR AND SWAP2 SWAP1 SWAP2 NOT MUL
1, POP POP POP POP POP POP POP POP POP POP LOG3 SWAP1 SUB SWAP2 DUP1 MLOAD
1, SWAP1 JUMPDEST POP SWAP1 POP POP POP POP POP JUMPDEST
1, POP POP POP POP POP SWAP5 SWAP6 AND
1, POP POP POP SWAP3 SWAP4 POP POP POP LOG1 SWAP1 SUB SWAP2 DUP1 MLOAD
1, POP POP POP POP POP POP LOG3 SWAP1 ADD SWAP2 SWAP1 SUB SWAP1 DUP2 SWAP3
1, POP POP POP POP POP SWAP5 SWAP6 POP POP JUMPDEST LOG4 SWAP1 SUB SWAP2 DUP1 MLOAD
1, JUMPDEST POP POP SSTORE SWAP1 OR SWAP2 SWAP1 AND NOT
1, POP SSTORE SWAP1 ADD SWAP2 SWAP1 SLOAD DUP1
1, SWAP1 POP POP JUMPDEST POP SSTORE SWAP1 OR MUL DUP4 SWAP1 AND NOT MUL
1, POP JUMPDEST POP POP POP POP JUMPDEST
1, POP POP POP POP SWAP4 SWAP5 JUMPDEST SSTORE SWAP2 SWAP1 OR DUP2 SWAP1
1, POP POP JUMPDEST SSTORE SWAP1 ADD DUP3 CALLVALUE SHA3
1, DUP8 SWAP1 AND DIV SWAP1
1, SWAP1 POP JUMPDEST POP POP POP SWAP4 ADD NOT
1, POP POP POP POP JUMPDEST SSTORE SWAP1 OR DUP4 AND SWAP2 SWAP1 SLOAD DUP1
1, POP POP POP SSTORE SWAP1 ADD CALLVALUE SLOAD DUP1
1, POP POP POP JUMPDEST SSTORE SWAP1 OR AND SWAP2 SWAP1 NOT MUL
1, POP JUMPDEST SSTORE SSTORE SWAP1 DUP3 SWAP2 SSTORE SWAP1 DUP2 ADD
1, POP POP POP POP SWAP4 SWAP5 SWAP2 POP JUMPDEST
1, POP JUMPDEST POP JUMPDEST JUMPDEST
1, POP POP POP POP POP POP POP SSTORE SWAP1 OR MUL DUP4 SWAP1 AND NOT MUL
1, SWAP2 POP SWAP2 POP POP POP POP POP POP SWAP6 SWAP4 POP JUMPDEST SWAP2 ADD DUP3 AND
1, JUMPDEST POP POP POP POP POP CALL DUP4 DUP9 DUP6 DUP2 DUP2 DUP2 DUP3 SWAP1 BALANCE AND SWAP2 SWAP1 ADDRESS SWAP2
1, JUMPDEST POP POP POP POP POP POP CALL DUP4 DUP9 DUP6 DUP2 DUP2 DUP2 DUP3 POP SWAP2 MLOAD DUP1 MLOAD
1, SWAP1 POP JUMPDEST RETURN SWAP1
1, POP POP POP POP POP SSTORE SWAP1 DUP2 POP
1, POP POP POP JUMPDEST SSTORE SWAP1 SUB SWAP1 DUP4 SLOAD DUP1 SHA3 SWAP1 MSTORE SWAP2 SWAP1 MSTORE DUP5 AND
1, DUP3 AND SUB EXP
1, POP POP POP POP POP POP POP POP POP POP POP LOG2 SWAP1 ADD
1, DUP5 SWAP1 ADD
1, POP POP POP JUMPDEST SSTORE SWAP1 AND SWAP2 SWAP1 SLOAD DUP1 SSTORE SWAP3 SWAP1 SWAP3 SSTORE DUP6 DUP4 SSTORE SWAP1 OR AND DUP5 SWAP4 NOT
1, POP POP JUMPDEST SSTORE SWAP1 AND SLOAD DUP2 MSTORE SWAP2 SWAP1 SSTORE SWAP4 SWAP1 OR SWAP6 SWAP1 SWAP6 AND NOT
1, POP POP POP POP SWAP4 SWAP5 POP LOG1 SWAP1 SUB SWAP2 DUP1 MLOAD
1, SSTORE SWAP1 MSTORE
1, POP POP SWAP2 SWAP3 POP JUMPDEST POP POP POP
1, POP POP POP POP POP POP POP POP POP POP POP POP POP POP POP POP POP JUMPDEST
1, POP POP POP POP POP POP POP POP POP POP POP JUMPDEST LOG1 SWAP1 ADD SWAP2 SWAP1 SUB SWAP1 DUP2 SWAP2 SWAP3 MSTORE SWAP2 MLOAD DUP2 CODECOPY DUP4
1, POP POP SSTORE ADD SWAP2 SWAP1 SWAP2
1, POP SWAP1 SWAP2 JUMPDEST POP DUP1 POP SWAP1 SHA3 SWAP1 SUB SWAP2 DUP1 MLOAD
1, DUP8 SWAP1 SWAP2 SWAP3 SWAP2 SWAP4 SWAP2 SWAP5 ADD
1, SWAP1 POP SWAP1 CODECOPY
1, POP POP SWAP2 SWAP3 POP JUMPDEST POP SSTORE POP SWAP1 SWAP2 SUB SWAP1
1, POP POP POP POP POP POP POP POP POP JUMPDEST POP SSTORE SWAP1 DUP2 POP POP SWAP3 SUB SLOAD POP DUP3 DUP3 DUP3
1, POP POP SWAP2 SWAP3 POP POP POP JUMPDEST POP POP POP
1, SWAP1 SLOAD SHA3 SWAP1
1, POP POP POP POP POP POP JUMPDEST POP POP JUMPDEST
1, POP POP POP POP POP JUMPDEST POP POP POP POP POP SWAP4 CALL DUP9 DUP9 DUP6 DUP2 SUB DUP4 DUP1 MLOAD
1, POP POP POP POP POP POP SWAP6 SWAP7 POP POP POP JUMPDEST SSTORE SWAP1 ADD
1, POP POP JUMPDEST SSTORE SWAP1 ADD SWAP2 SWAP1 SLOAD DUP1 ADD
1, DUP6 SWAP1 ADD SWAP2 SWAP1 SWAP2
1, POP POP POP POP POP SWAP5 SWAP6 POP POP POP LOG1 SWAP1 SUB SWAP2 DUP1 MLOAD
1, DUP6 SWAP1 AND DIV SWAP2 SWAP1
1, POP SWAP1 SWAP2 POP JUMPDEST DUP1 POP SWAP1 POP MSTORE ADD DUP4
1, POP POP POP JUMPDEST SSTORE SWAP1 ADD SWAP2 SWAP1 SLOAD DUP1
1, POP POP SWAP2 SWAP3 LOG2 SWAP1 SUB SWAP2 DUP1 MLOAD
1, POP POP POP JUMPDEST POP JUMPDEST POP SSTORE SWAP1 OR MUL DUP4 SWAP1 AND NOT MUL
1, POP POP JUMPDEST SSTORE DUP2 DUP2 SHA3 SWAP1
1, JUMPDEST POP POP SSTORE SWAP1 DUP2 POP
1, SWAP1 JUMPDEST POP DUP1 POP SWAP1 POP SWAP1 SLOAD DUP1 POP
1, POP LOG1
1, POP SWAP1 SWAP2 POP SWAP1 MSTORE
1, POP POP POP POP POP POP SWAP6 SWAP7 POP POP POP JUMPDEST POP SWAP4
1, POP POP POP SSTORE SWAP1 ADD SWAP2 SWAP1 SLOAD DUP1
1, POP SSTORE SWAP1 OR AND SWAP2 SWAP1 NOT
1, POP POP SWAP2 SWAP3 POP SSTORE SWAP1 OR ORIGIN AND SWAP2 SWAP1 SLOAD DUP1 ADD DUP3
1, POP SWAP1 SWAP2 POP JUMPDEST SWAP1
1, POP POP POP POP POP POP SSTORE SWAP1 OR SWAP2 SWAP1 SWAP2 AND SWAP3 SWAP1 SWAP3 NOT
1, POP POP POP POP JUMPDEST POP POP SWAP1 POP POP JUMPDEST
1, POP POP POP POP SWAP4 SWAP5 POP POP POP POP SWAP4 DIV MUL MLOAD MLOAD
1, SWAP2 POP SWAP2 JUMPDEST JUMPDEST JUMPDEST
1, POP POP POP POP SWAP4 SWAP5 POP POP POP POP POP SWAP1 POP SWAP6 DIV DIV MUL SWAP3 SWAP1 SWAP3 AND SWAP4 SWAP1 SWAP4 SUB
1, POP POP LOG3 SWAP1 ADD
1, SWAP1 JUMPDEST SUB TIMESTAMP SLOAD
